AÃ±o,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad
2018,26564,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jorge Hernan Montoya Jimenez,03/14/2018 12:00:00 AM,Cysnus SAS,Emitida,45738,Ver Conjunto detalle,5936344.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,MANIZALES,No obligada,No Definido,900276997,4651,257
2018,26565,Ejecutiva,,CALDAS  GOBERNACION DE CALDAS,Jorge Hernan Montoya Jimenez,03/14/2018 12:00:00 AM,Oficomco SAS,Emitida,45742,Ver Conjunto detalle,5444957.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,MANIZALES,No obligada,No Definido,900668336,4791,257
2018,26566,Ejecutiva,No Aplica,META   ALCALDIA MUNICIPAL DE URIBE,John Dairo Segura Segura,03/14/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,45741,Ver Conjunto detalle,1728969.00,Grandes Superficies,uribe,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,1427
2018,26567,Ejecutiva,Justicia y del Derecho,COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA MEDIA Y MÃNIMA SEGURID COBOG,JesÃºs Albeiro PeÃ±a Roa,03/14/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Cerrada,44606,Ver Conjunto detalle,11668515.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,900059238,Comercio al por mayo,2
2018,26568,Ejecutiva,Justicia y del Derecho,COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA MEDIA Y MÃNIMA SEGURID COBOG,JesÃºs Albeiro PeÃ±a Roa,03/14/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,45734,Ver Conjunto detalle,34986000.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,830037946,4761,2
2018,26569,Ejecutiva,Justicia y del Derecho,COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA MEDIA Y MÃNIMA SEGURID COBOG,JesÃºs Albeiro PeÃ±a Roa,03/14/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,45735,Ver Conjunto detalle,21872081.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,830037946,4761,2
2018,26570,Ejecutiva,Interior,UNIDAD NACIONAL DE PROTECCION,Juan Felipe Ramirez Hernandez,03/14/2018 12:00:00 AM,La Previsora SA,Emitida,45689,Ver Conjunto detalle,1892972.00,SOAT II,BogotÃ¡ D.C.,Obligada,No Definido,860002400,6511,117
2018,26571,Ejecutiva,Presidencia de la RepÃºblica,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPUBLICA,Doris Patricia BarÃ³n CÃ¡rdena,03/14/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cerrada,25985,Ver Conjunto detalle,14265094.00,Grandes Superficies,Bogota,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,118
2018,26572,Ejecutiva,Presidencia de la RepÃºblica,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPUBLICA,Doris Patricia BarÃ³n CÃ¡rdena,03/14/2018 12:00:00 AM,Falabella de Colombia SA,Cerrada,45702,Ver Conjunto detalle,6278000.00,Grandes Superficies,Bogota,Obligada,No Definido,900017447,4719,118
2018,26573,Ejecutiva,Presidencia de la RepÃºblica,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPUBLICA,Doris Patricia BarÃ³n CÃ¡rdena,03/14/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Cerrada,45697,Ver Conjunto detalle,6430123.00,Grandes Superficies,Bogota,Obligada,No Definido,900059238,Comercio al por mayo,118
2018,26574,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL LLANOS ORIENTALES,Carlos Javier Arenas Jimenez,03/14/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,45283,Ver Conjunto detalle,32000000.00,Combustible Nacional,VILLAVICENCIO,Obligada,No Definido,830095213,4661,719
2018,26575,Ejecutiva,Defensa Nacional,MEVIL,Carlos Andres Prado Velasquez,03/14/2018 12:00:00 AM,UNIÃ“N TEMPORAL SERVI EFICIENTE 2016,Emitida,45751,Ver Conjunto detalle,99899309.00,Aseo y CafeterÃ­a II,VILLAVICENCIO,Obligada,No Definido,901030624,8121,354
2018,26576,Ejecutiva,Minas y EnergÃ­a,AGENCIA NACIONAL DE MINERÃA  ANM,Bibiana Marcela Gutierrez Castro,03/14/2018 12:00:00 AM,SumimasSAS,Cerrada,45624,Ver Conjunto detalle,44001042.00,Consumibles de ImpresiÃ³n,Bogota,Obligada,No Definido,830001338,4649,272
2018,26577,Ejecutiva,Salud y ProtecciÃ³n Social,SUPERINTENDENCIA NACIONAL DE SALUD,Juan Bautista Ceballos GutiÃ©rrez,03/14/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,42666,Ver Conjunto detalle,32513216.00,Grandes Superficies,BOGOTÃ,Obligada,No Definido,900059238,Comercio al por mayo,119
2018,26578,Ejecutiva,Cultura,MINISTERIO DE CULTURA,Diana Milena Vivas MuÃ±oz,03/14/2018 12:00:00 AM,MR CLEAN SA,Emitida,45760,Ver Conjunto detalle,241474546.00,Aseo y CafeterÃ­a II,BogotÃ¡,Obligada,No Definido,800062177,8121,125
2018,26579,Ejecutiva,Cultura,MINISTERIO DE CULTURA,Diana Milena Vivas MuÃ±oz,03/14/2018 12:00:00 AM,UNION TEMPORAL EMINSER  SOLOASEO 2016,Emitida,45759,Ver Conjunto detalle,98725834.00,Aseo y CafeterÃ­a II,BogotÃ¡,Obligada,No Definido,901031994,8129,125
2015,2658,Ejecutiva,Defensa Nacional,CENAC TUNJA,Harold Fernando Acosta Montenegro,05/15/2015 12:00:00 AM,SOFASA SA,Emitida,6786,Ver Conjunto detalle,119918109.00,VehÃ­culos I,Tunja,Obligada,No Definido,860025792,2910,468
2018,26580,Ejecutiva,Cultura,MINISTERIO DE CULTURA,Diana Milena Vivas MuÃ±oz,03/14/2018 12:00:00 AM,UNION TEMPORAL EMINSER  SOLOASEO 2016,Emitida,45756,Ver Conjunto detalle,41894238.00,Aseo y CafeterÃ­a II,BogotÃ¡,Obligada,No Definido,901031994,8129,125
2018,26581,Ejecutiva,Cultura,MINISTERIO DE CULTURA,Diana Milena Vivas MuÃ±oz,03/14/2018 12:00:00 AM,MR CLEAN SA,Emitida,45758,Ver Conjunto detalle,39929224.00,Aseo y CafeterÃ­a II,BogotÃ¡,Obligada,No Definido,800062177,8121,125
2018,26582,Ejecutiva,Cultura,MINISTERIO DE CULTURA,Diana Milena Vivas MuÃ±oz,03/14/2018 12:00:00 AM,MR CLEAN SA,Emitida,45755,Ver Conjunto detalle,43507556.00,Aseo y CafeterÃ­a II,BogotÃ¡,Obligada,No Definido,800062177,8121,125
"2018,26583,Ejecutiva,Defensa Nacional,DGSM,Angela Maria TofiÃ±o Saavedra,03/14/2018 12:00:00 AM,Dispapeles SAS,Cerrada,45643,Ver Conjunto detalle,40224707.00,PapelerÃ­a y Ãºtiles de oficina II,""BogotÃ¡, D.C."",Obligada,No Definido,860028580,4669 - 4690,322"
2018,26584,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA NACIONAL,Lina Maria Torres Camargo,03/15/2018 12:00:00 AM,CONALCREDITOS  CONALCENTER BPO,Emitida,45651,Ver Conjunto detalle,177436548.00,Servicios BPO,BOGOTA,Obligada,No Definido,800219668,8220,5
2018,26586,Ejecutiva,EducaciÃ³n Nacional,ALCALDIA DE CARTAGENA DE INDIAS,Jorgly Jose Torres Ramos,03/15/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,45770,Ver Conjunto detalle,229435395.00,Motocicletas Cuatrimotos y Motocarros,cartagena,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,895
2018,26588,Ejecutiva,FunciÃ³n PÃºblica,ALCALDIA MUNICIPAL DE GUTIERREZ,Ciro Nelson  Ostos Bustos,03/15/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45748,Ver Conjunto detalle,566244.00,Grandes Superficies,Gutierrez,No obligada,No Definido,900059238,Comercio al por mayo,1460
2018,26589,Ejecutiva,FunciÃ³n PÃºblica,ALCALDIA MUNICIPAL DE GUTIERREZ,Ciro Nelson  Ostos Bustos,03/15/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,45748,Ver Conjunto detalle,14374356.00,Grandes Superficies,Gutierrez,No obligada,No Definido,830037946,4761,1460
2015,2659,Judicial,Justicia y del Derecho,FISCALIA GENERAL DE LA NACION  SECCIONAL CUNDINAMARCA,Oscar Damnober Farieta Reyes,05/15/2015 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,6791,Ver Conjunto detalle,85455497.00,Combustible BogotÃ¡,BogotÃ¡,No obligada,No Definido,830095213,4661,458
2018,26591,Ejecutiva,Defensa Nacional,CUNDINAMARCA  SECRETARIA DE GOBIERNO  SOACHA,illiam Enrique Mayorga Solorzano,03/15/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,45551,Ver Conjunto detalle,738000.00,Grandes Superficies,Soacha,No obligada,No Definido,830037946,4761,217
2018,26592,Ejecutiva,FunciÃ³n PÃºblica,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA,Diana Carolina Camargo Quijano,03/15/2018 12:00:00 AM,SOS Soluciones de Oficina  Suministros SAS,Emitida,45784,Ver Conjunto detalle,183952816.00,PapelerÃ­a y Ãºtiles de oficina II,BOGOTA,Obligada,No Definido,830087030,4690,7
2018,26593,Ejecutiva,,MUNICIPIO DE TULUA,Paola Andrea Palacios Mosquera,03/15/2018 12:00:00 AM,Eforcers SA,Emitida,45765,Ver Conjunto detalle,22105580.00,Google II,TuluÃ¡,No obligada,No Definido,,,780
2018,26594,Ejecutiva,Agricultura y Desarrollo Rural,UNIDAD DE PLANIFICACION DE TIERRAS RURALES ADECUACION DE TIERRAS Y USOS AGROPECUARIOS,Mercedes Vasquez,03/15/2018 12:00:00 AM,Dgerard Mg SAS,Emitida,45778,Ver Conjunto detalle,181803.00,Dotaciones de Vestuario II,Piso 3,Obligada,No Definido,,,102
2018,26595,Ejecutiva,Agricultura y Desarrollo Rural,UNIDAD DE PLANIFICACION DE TIERRAS RURALES ADECUACION DE TIERRAS Y USOS AGROPECUARIOS,Mercedes Vasquez,03/15/2018 12:00:00 AM,Dgerard Mg SAS,Emitida,45779,Ver Conjunto detalle,1188937.00,Dotaciones de Vestuario II,Piso 3,Obligada,No Definido,,,102
2018,26596,Ejecutiva,Defensa Nacional,MEPOY,Fausto Edard Moreno RenterÃ­a,03/15/2018 12:00:00 AM,La Previsora SA,Emitida,45774,Ver Conjunto detalle,275276002.00,SOAT II,Popayan,Obligada,No Definido,860002400,6511,429
2018,26597,Ejecutiva,Defensa Nacional,DIRECCION GENERAL DE SANIDAD MILITARDISPENSARIO MEDICO SUR OCCIDENTE HEROES DE SUMAPAZ,Oscar Felipe Toro Gonzalez,03/15/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Cerrada,37781,Ver Conjunto detalle,51000000.00,Combustible BogotÃ¡ II,BOGOTA,Obligada,No Definido,830095213,4661,1083
2018,26598,Ejecutiva,Interior,UAE  DIRECCION NACIONAL DE BOMBEROS,Carolina Escarraga Trejos,03/15/2018 12:00:00 AM,ETB,Emitida,45766,Ver Conjunto detalle,9176328.00,Conectividad II,BogotÃ¡ D.C.,Obligada,No Definido,,,49
2018,26599,Organismos autÃ³nomo o independientes,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO DISTRITAL PARA LA PROTECCION DE LA NIÃ‘EZ Y DE LA JUVENTUD IDIPRON,Mauricio Diaz Lozano,03/15/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,45300,Ver Conjunto detalle,4973836.00,Grandes Superficies,BogotÃ¡ D.C,No obligada,No Definido,830037946,4761,112
2014,266,Ejecutiva,Transporte,MUNICIPIO DE TENZA,Oscar Javier MartÃ­nez Gil,06/10/2014 12:00:00 AM,Aseguradora Solidaria de Colombia LTDA,Emitida,1056,Ver Conjunto detalle,2379431.00,SOAT,Tenza,No obligada,No Definido,860524654,6511,139
2015,2660,Ejecutiva,Defensa Nacional,POLICIA METROPOLITANA DE NEIVA,Mauricio Cardozo Diaz,05/15/2015 12:00:00 AM,OrganizaciÃ³n Terpel SA  Sur,Cerrada,6056,Ver Conjunto detalle,952580908.00,Combustible Nacional,Neiva,Obligada,No Definido,830095213,4661,545
2018,26600,Ejecutiva,FunciÃ³n PÃºblica,RISARALDA  MUNICIPIO DE PEREIRA,Catalina buitrago ruiz,03/15/2018 12:00:00 AM,UniÃ³n Temporal VISS1022016,Cerrada,45698,Ver Conjunto detalle,212388453.00,PapelerÃ­a y Ãºtiles de oficina II,Pereira,No obligada,No Definido,9010104029,4649,266
2018,26601,Ejecutiva,Defensa Nacional,HOSPITAL MILITAR CENTRAL,ilder Uberty Lizarazo Barbosa,03/15/2018 12:00:00 AM,SumimasSAS,Emitida,45747,Ver Conjunto detalle,79203851.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Bogota,Obligada,No Definido,,,111
2018,26602,Ejecutiva,Defensa Nacional,HOSPITAL MILITAR CENTRAL,ilder Uberty Lizarazo Barbosa,03/15/2018 12:00:00 AM,Pear Solutions SAS,Emitida,45752,Ver Conjunto detalle,4206060.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Bogota,Obligada,No Definido,900148177,9511,111
2018,26603,Ejecutiva,Ambiente y Desarrollo Sostenible,PARQUES NACIONALES NATURALES DE COLOMBIA,Luis Alberto Ortiz Morales,03/15/2018 12:00:00 AM,UniÃ³n Temporal Novatours  Vision Tours 042015,Cerrada,45800,Ver Conjunto detalle,404597597.00,Tiquetes AÃ©reos,BogotÃ¡ D.C.,Obligada,No Definido,9008898962,7911,4
2018,26604,Ejecutiva,Cultura,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,Olga Lucia Rivero Diaz,03/15/2018 12:00:00 AM,IMPRENTA NACIONAL DE COLOMBIA,Cerrada,45802,Ver Conjunto detalle,68091800.00,Servicios de ImpresiÃ³n,BogotÃ¡ D.C.,Obligada,No Definido,830001113,5811,78
2018,26605,Ejecutiva,Justicia y del Derecho,MINISTERIO DE JUSTICIA Y DEL DERECHO,Norma Ruiz Huertas,03/15/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,43794,Ver Conjunto detalle,5000000.00,Combustible Nacional,BOGOTA,Obligada,No Definido,830095213,4661,161
2018,26606,Ejecutiva,Salud y ProtecciÃ³n Social,EMPRESA SOCIAL DE ESTADO  INSTITUTO DE SALUD DE BUCARAMANGA,Carlos Andres  Prada Torres,03/15/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,45525,Ver Conjunto detalle,37500.00,Grandes Superficies,BUCARAMANGA,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,1096
2018,26608,Ejecutiva,Salud y ProtecciÃ³n Social,EMPRESA SOCIAL DE ESTADO  INSTITUTO DE SALUD DE BUCARAMANGA,Carlos Andres  Prada Torres,03/15/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,45525,Ver Conjunto detalle,5252379.00,Grandes Superficies,BUCARAMANGA,No obligada,No Definido,830037946,4761,1096
2018,26609,Ejecutiva,Defensa Nacional,COMANDO ARMADA NACIONAL,Rosalba Gallo Garcia,03/15/2018 12:00:00 AM,Espumados SA,Cerrada,45796,Ver Conjunto detalle,603240750.00,Material de Intendencia,BOGOTA,Obligada,No Definido,,,109
2015,2661,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Nubia Esperanza Morales DÃ­az,05/15/2015 12:00:00 AM,IFX Netorks Colombia SAS,Emitida,6762,Ver Conjunto detalle,25721780.00,Conectividad,BogotÃ¡ D.C.,Obligada,No Definido,830058677,6190,13
2018,26610,Ejecutiva,Defensa Nacional,COMANDO ARMADA NACIONAL,Rosalba Gallo Garcia,03/15/2018 12:00:00 AM,CI Distrihogar SAS,Emitida,45793,Ver Conjunto detalle,1573040452.00,Material de Intendencia,BOGOTA,Obligada,No Definido,800186656,1392,109
2018,26612,Ejecutiva,,ALCALDIA LOCAL DE TEUSAQUILLO,Luisa Fernanda LÃ³pez Guevara,03/15/2018 12:00:00 AM,UNION TEMPORAL BIOLIMPIEZA,Emitida,45810,Ver Conjunto detalle,114904068.00,Aseo y CafeterÃ­a II,BogotÃ¡,No obligada,No Definido,901351365,8121,346
2018,26613,Ejecutiva,Defensa Nacional,MEMOT,Luis Fernando Cardenas Gutierrez,03/15/2018 12:00:00 AM,La Previsora SA,Cerrada,45754,Ver Conjunto detalle,299148229.00,SOAT II,MONTERÃA,Obligada,No Definido,860002400,6511,422
2018,26614,Judicial,Justicia y del Derecho,PERSONERIA MUNICIPAL DE GIRARDOT,Maria Jimena Ruiz Barrera,03/15/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,40000,Ver Conjunto detalle,8346276.00,Grandes Superficies,GIRARDOT,No obligada,No Definido,830037946,4761,1426
2018,26615,Ejecutiva,Defensa Nacional,COMANDO GENERAL FUERZAS MILITARES,Sandra Patricia Grimaldo Alvarez,03/15/2018 12:00:00 AM,Ofixpres SAS,Cerrada,45813,Ver Conjunto detalle,136455842.00,PapelerÃ­a y Ãºtiles de oficina II,Bogota,Obligada,No Definido,900156826,4690 - COMERCIO AL P,70
2018,26616,Ejecutiva,Presidencia de la RepÃºblica,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPUBLICA,Doris Patricia BarÃ³n CÃ¡rdena,03/15/2018 12:00:00 AM,CENCOSUD COLOMBIA SA,Cerrada,45703,Ver Conjunto detalle,4809118.00,Grandes Superficies,Bogota,Obligada,No Definido,900155107,4711,118
2018,26617,Judicial,Justicia y del Derecho,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SANTA MARTA,Alberto Mario Ropain Escobar,03/15/2018 12:00:00 AM,Uniples SA,Emitida,45764,Ver Conjunto detalle,49693210.00,Consumibles de ImpresiÃ³n,Santa Marta,Obligada,No Definido,8110213630,4690,1272
2018,26618,Ejecutiva,Cultura,ORQUESTA FILARMONICA DE BOGOTA,Maria Helena PinzÃ²n Contreras,03/15/2018 12:00:00 AM,Subatours SAS,Cerrada,45816,Ver Conjunto detalle,369500000.00,Tiquetes AÃ©reos,BogotÃ¡,No obligada,No Definido,8000750036,7911,113
2018,26619,Ejecutiva,Comercio Industria y Turismo,ARTESANIAS DE COLOMBIA SA,Sandra Maritza Vargas Rozo,03/15/2018 12:00:00 AM,Grupo Los Lagos SAS,Emitida,45434,Ver Conjunto detalle,30100000.00,PapelerÃ­a y Ãºtiles de oficina II,Bogota D.C.,Obligada,No Definido,8600532749,4761,1276
2015,2662,Ejecutiva,Defensa Nacional,CENAC ING,Jhon Alejandro Cabrera Plaza,05/15/2015 12:00:00 AM,PapelerÃ­a Los Andes,Cerrada,6787,Ver Conjunto detalle,51124332.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA,Obligada,No Definido,860026740,4761,454
2018,26620,Ejecutiva,Inteligencia Estrategica y Contrainteligencia,EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL,Maria Milvia Rocio Santos Puerta,03/15/2018 12:00:00 AM,UNION TEMPORAL EMINSER  SOLOASEO 2016,Emitida,45763,Ver Conjunto detalle,156321109.00,Aseo y CafeterÃ­a II,BOGOTA,No obligada,No Definido,901031994,8129,654
2018,26621,Organismos autÃ³nomo o independientes,FunciÃ³n PÃºblica,CONTRALORIA GENERAL DE CALDAS,Juan Carlos  Perez Vasquez,03/15/2018 12:00:00 AM,Avia Corredores de Seguros SA,Emitida,45804,Ver Conjunto detalle,0.00,Servicio de IntermediaciÃ³n de Seguros,MANIZALES- CALDAS,No obligada,No Definido,860056784,6621,1351
2018,26622,Ejecutiva,FunciÃ³n PÃºblica,DISTRITO DE BARRANQUILLA,Karen Moreno Echeverri,03/15/2018 12:00:00 AM,La Previsora SA,Cerrada,45614,Ver Conjunto detalle,14923599.00,SOAT II,Barranquilla,No obligada,No Definido,860002400,6511,149
2018,26623,Ejecutiva,Ambiente y Desarrollo Sostenible,SUBCUENTA FONAM PNNC NIVEL CENTRAL,Luis Alberto Ortiz Morales,03/15/2018 12:00:00 AM,UniÃ³n Temporal Novatours  Vision Tours 042015,Cerrada,45828,Ver Conjunto detalle,516754702.00,Tiquetes AÃ©reos,Bogota,Obligada,No Definido,9008898962,7911,1480
2018,26624,Ejecutiva,Cultura,MINISTERIO DE CULTURA,Diana Milena Vivas MuÃ±oz,03/15/2018 12:00:00 AM,SERVIASEO SA,Emitida,45822,Ver Conjunto detalle,39737599.00,Aseo y CafeterÃ­a II,BogotÃ¡,Obligada,No Definido,860067479,8129,125
2018,26625,Organismos autÃ³nomo o independientes,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL QUINDIO,Maryhit Fernanda Ceballos Telles,03/16/2018 12:00:00 AM,Sparta Shoes SAS,Emitida,45639,Ver Conjunto detalle,167068.00,Dotaciones de Vestuario II,Armenia,Obligada,No Definido,900315346,1521,1307
2018,26626,Organismos autÃ³nomo o independientes,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL QUINDIO,Maryhit Fernanda Ceballos Telles,03/16/2018 12:00:00 AM,Dgerard Mg SAS,Emitida,45648,Ver Conjunto detalle,373162.00,Dotaciones de Vestuario II,Armenia,Obligada,No Definido,,,1307
2018,26627,Organismos autÃ³nomo o independientes,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL QUINDIO,Maryhit Fernanda Ceballos Telles,03/16/2018 12:00:00 AM,Sparta Shoes SAS,Emitida,45652,Ver Conjunto detalle,246558.00,Dotaciones de Vestuario II,Armenia,Obligada,No Definido,900315346,1521,1307
2018,26628,Ejecutiva,Defensa Nacional,CUNDINAMARCA  ESCUELA NACIONAL DE CARABINEROS FACATATIVA,Alex Yamid Gonzalez Sierra,03/16/2018 12:00:00 AM,La Previsora SA,Emitida,45832,Ver Conjunto detalle,16721466.00,SOAT II,Facatativa - Cundinamarca,Obligada,No Definido,860002400,6511,494
2018,26629,Organismos autÃ³nomo o independientes,No Aplica,JURISDICCION ESPECIAL PARA LA PAZ,Paola Andrea  Rojas Mendieta,03/16/2018 12:00:00 AM,Subatours SAS,Cerrada,45743,Ver Conjunto detalle,100000000.00,Tiquetes AÃ©reos,BOGOTA,Obligada,No Definido,8000750036,7911,1465
2018,26630,Ejecutiva,Defensa Nacional,MINISTERIO DE DEFENSA  FUERZA AEREA COLOMBIANA,Pablo Andrei Pinilla Diaz,03/16/2018 12:00:00 AM,UNIÃ“N TEMPORAL TOYONORTE LTDA  ARMOR INTERNATIONAL DE COLOMBIA LTDA  BLINDEX SA,Emitida,45838,Ver Conjunto detalle,426907911.00,VehÃ­culos Blindados II,BOGOTÃ D.C.,Obligada,No Definido,901091217,4511,155
2018,26631,Ejecutiva,Minas y EnergÃ­a,AGENCIA NACIONAL DE MINERÃA  ANM,Bibiana Marcela Gutierrez Castro,03/16/2018 12:00:00 AM,SumimasSAS,Cerrada,45745,Ver Conjunto detalle,50075372.00,Consumibles de ImpresiÃ³n,Bogota,Obligada,No Definido,830001338,4649,272
2018,26632,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,CENTRO DE MEMORIA HISTORICA,Laura Andrea Aponte PeÃ±a,03/16/2018 12:00:00 AM,PANAMERICANA FORMAS E IMPRESOS SA,Cerrada,45821,Ver Conjunto detalle,41956960.00,Servicios de ImpresiÃ³n,BogotÃ¡,Obligada,No Definido,800175457,1811,185
2018,26633,Ejecutiva,Agricultura y Desarrollo Rural,INSTITUTO COLOMBIANO AGROPECUARIO ICA,Maria Alejandra Ambuilla Bedoya,03/16/2018 12:00:00 AM,La Previsora SA,Emitida,45808,Ver Conjunto detalle,295891267.00,SOAT II,BogotÃ¡ D.C.,Obligada,No Definido,860002400,6511,93
2018,26634,Organismos autÃ³nomo o independientes,,VEEDURIA DISTRITAL,Janneth Caicedo Casanova,03/16/2018 12:00:00 AM,SumimasSAS,Emitida,45840,Ver Conjunto detalle,51674966.00,Consumibles de ImpresiÃ³n,BOGOTÃ D.C,No obligada,No Definido,830001338,4649,69
2018,26635,Ejecutiva,Ambiente y Desarrollo Sostenible,SUBCUENTA FONAM DTCA,Lixardo Ballesteros Cerchiaro,03/16/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,44381,Ver Conjunto detalle,15000000.00,Combustible Nacional,Santa Marta,Obligada,No Definido,830095213,4661,1452
2018,26636,Ejecutiva,Ambiente y Desarrollo Sostenible,PARQUES NACIONALES DT CARIBE,Lixardo Enrique Ballesteros Cerchiaro,03/16/2018 12:00:00 AM,Uniples SA,Emitida,45719,Ver Conjunto detalle,39278592.00,PapelerÃ­a y Ãºtiles de oficina II,Magdalena,Obligada,No Definido,8110213630,4690,259
2018,26637,Ejecutiva,Interior,INSTITUTO DISTRITAL DE LA PARTICIPACION Y ACCION COMUNAL,Jose Antonio chaparro gomez,03/16/2018 12:00:00 AM,Controles Empresariales SAS,Emitida,45789,Ver Conjunto detalle,23063755.00,Microsoft II,BogotÃ¡,No obligada,No Definido,800058607,4651,52
2018,26638,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL NORTE,Dalgys Del Carmen Villegas Paternina,03/16/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cerrada,43608,Ver Conjunto detalle,1169900.00,Grandes Superficies,Malambo,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,718
2018,26639,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES  REGIONAL NORTE,Dalgys Del Carmen Villegas Paternina,03/16/2018 12:00:00 AM,CENCOSUD COLOMBIA SA,Cerrada,43608,Ver Conjunto detalle,645094.00,Grandes Superficies,Malambo,Obligada,No Definido,900155107,4711,718
2015,2664,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,Diego Armando Chitiva Sanchez,05/15/2015 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,3843,Ver Conjunto detalle,18000000.00,Combustible BogotÃ¡ I,BogotÃ¡ D.C.,Obligada,No Definido,830095213,4661,17
2018,26640,Ejecutiva,Interior,INSTITUTO DISTRITAL DE LA PARTICIPACION Y ACCION COMUNAL,Juan Carlos Cardenas Rodriguez,03/16/2018 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Emitida,45792,Ver Conjunto detalle,242760.00,Dotaciones de Vestuario II,Bogota,No obligada,No Definido,901031856,1410,52
